"seen","have","manually_corrected_title","tags_csv_list","ended_with_right_paren","type_of_media","source_of_item","who_csv_list","aka_slsh_list","characters_csv_list","video_wrapper","series_in","imdb_id","imdb_added_to_list_on","imdb_changed_on_list_on","release_year","imdb_rating","runtime_in_minutes","votes","released_on","directors_csv_list","imdb_my_rating","imd_my_rating_made_on","date_watched","last_save_time","creation_date"
,"","Limitless (2011)","Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Line of Duty (2012)","British","y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Linoleum (2022)","Comedy, Drama, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Lion of the Desert (1980)","Biography, Drama, History, War","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Lions for Lambs (2007)",,"y","Movie","Keep",,,,,,"tt6075386","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2000","5.7","3","164","6/15/2000 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"x","x","Liquid Sky (1982)","Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Liquid Television (1991)","Animation, Comedy, Crime, Horror, Music, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Little Buddha (1993)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Little House on the Prairie (1974)",,"y","TV Series","Keep",,,,,,"tt1592525",,,"2012","6","95","100328","4/7/2012 12:00:00 AM","Steve Saint Leger, James Mather","5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Little Nicky (2000)",,"y","Movie","Keep",,,,,,"tt3315342",,,"2017","8.1","137","807769","2/17/2017 12:00:00 AM","James Mangold","7","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Little Women (1933)",,"y","Movie","Keep","Katherine Hepburn",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Lobo (2000)","Animation, Short, Action, Adventure, Comedy, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0074812",,,"1976","6.8","119","59758","6/23/1976 12:00:00 AM","Michael Anderson","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Local Hero (1983)",,"y","Movie","Keep",,,,,,"tt0075527","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1977","7.1","60","2958","9/16/1977 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Lock, Stock and Two Smoking Barrels (1998)",,"y","Movie","Keep",,,,,,"tt0106057","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1993","6.7","46","25722","9/12/1993 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Locke & Key (2020)",,"y","TV Series","Keep",,,,,,"tt9140554",,,"2021","8.2","53","367140","6/9/2021 12:00:00 AM",,"7","8/3/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Lockout (2012)","Action, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Logan (2017)","Action, Drama, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Logan Lucky (2017)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Logan's Run (1976)","Action, Adventure, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Logan's Run (1977)","Adventure, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0056195",,,"1962","7.6","107","9608","4/26/1962 12:00:00 AM","David Miller","9","8/12/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Lois & Clark: The New Adventures of Superman (1993)","Adventure, Comedy, Drama, Romance, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Loki (2021)","Action, Adventure, Fantasy, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt0056196",,,"1962","7.5","174","5752","5/31/1962 12:00:00 AM","Sidney Lumet","7","10/25/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","London in the Raw (1964)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","London Kills (2019)","Murder, Mystery","y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","London: 2000 Years of History (2019)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lone Survivor (2013)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lonely Are the Brave (1962)","Drama, Western","y","Movie","IMDB:Ratings",,,,,,"tt6044634","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","2016","4.2",,"5","10/31/2016 12:00:00 AM","Todd Lowery",,,,"45316.63454861111","45227.53674768518"
"y","","Lonesome Dove (1989)",,"y","Movie","Keep",,,,,,"tt1276104",,,"2012","7.4","119","593878","9/6/2012 12:00:00 AM","Rian Johnson","8","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Long Day's Journey Into Night (1962)","Drama","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Longmire (2012)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Look Who's Talking (1989)","Comedy","y","Movie","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Look Who's Talking Now (1993)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Looney Tunes (1930)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Loop 5 (2016)","Short, Sci-Fi","y","Short","IMDB: Watch List",,,,,,"tt0043757",,,"1951","3.3","83","1705","8/17/1951 12:00:00 AM","Sam Newfield","4","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Looper (2012)","Action, Drama, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lord Jim (1965)",,"y","Movie","Keep",,,,,,"tt0058824",,,"1965","7.2","60","8562","9/8/1965 12:00:00 AM",,"5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Lord Love a Duck (1968)",,"y","Movie","Keep",,,,,,"tt0120738",,,"1998","5.2","130","74164","4/3/1998 12:00:00 AM","Stephen Hopkins","7","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Lord of War (2005)",,"y","Movie","Keep",,,,,,"tt5232792",,,"2018","7.3","60","103756","4/13/2018 12:00:00 AM",,"8","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Lorenzo's Oil (1992)",,"y","Movie","Keep",,,,,,"tt7658132","10/27/2023 12:00:00 AM","10/27/2023 12:00:00 AM","2015","7.7",,"31","9/15/2015 12:00:00 AM","Kevin Burns",,,,"45316.63454861111","45227.53674768518"
"y","","Lost & Found (1999)","Comedy","y","Movie","Memory","David Spade",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Lost Continent (1951)","Adventure, Fantasy, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,"tt1541874","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2011","5.4","84","8902","2/2/2011 12:00:00 AM","William Eubank",,,,"45316.63454861111","45227.53674768518"
"y",,"Lost Holiday: The Jim & Suzanne Shemwell Story (2007)","Christmas, True Story, Idaho, Lost in Blizzard, Near Death, Family, Power of Prayer","y","TV Movie","Prime Video",,,,,,,,,,,,,,,,,,,
,,"Lost in a Harem (1944)",,"y","Movie",,,,,,,,,,,,,,,,,,,,
"y","","Lost in America (1985)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lost in Space (1965)","Adventure, Comedy, Family, Fantasy, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lost in Space (1998)","Action, Adventure, Family, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt14396202","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2022","7.2","23","746","4/8/2022 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Lost in Space (2018)","Adventure, Drama, Family, Mystery, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt0073312",,,"1975","7.7","85","40151","6/10/1975 12:00:00 AM","Woody Allen","6","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Lost in Space: The Epilogue (2015)","Short, Sci-Fi","y","Video","IMDB: Watch List",,,,,,"tt2222042","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2020","6.9","109","138081","10/16/2020 12:00:00 AM","Michael Matthews",,,,"45316.63454861111","45227.53674768518"
"y","","Lost in Translation (2003)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lou Grant (1972)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Love (2011)","Drama, Music, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Love Actually (2003)",,"y","Movie","Keep",,,,,,"tt9561862","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2019","8.4","15","186856","3/15/2019 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Love Affair (1994)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Love After World Domination (2022)","Animation, Action, Comedy, Fantasy, Romance, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt2872732",,,"2014","6.4","89","521871","7/25/2014 12:00:00 AM","Luc Besson","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Love and Death (1975)","Comedy, War","y","Movie","IMDB:Ratings",,,,,,"tt3322314",,,"2016","7.3","55","137156","9/28/2016 12:00:00 AM",,"5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Love and Monsters (2020)","Action, Adventure, Comedy, Fantasy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Love Field (1992)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Love in the Afternoon (1957)",,"y","Movie","Keep",,,,,,"tt7400998","10/18/2023 12:00:00 AM","10/18/2023 12:00:00 AM","2020","4.9","103","1858","9/25/2020 12:00:00 AM","Guy Moshe",,,,"45316.63454861111","45227.53674768518"
"y","","Love Story (1970)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Love, Death & Robots (2019)","Animation, Short, Action, Adventure, Comedy, Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Lucky Number Slevin (2006)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Lucy (2014)","Action, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt0095560","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1988","3.4","99","14210","8/12/1988 12:00:00 AM","Stewart Raffill",,,,"45316.63454861111","45227.53674768518"
"y","","Luke Cage (2016)","Action, Crime, Drama, Sci-Fi, Thriller","y","TV Series","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Luther (2010)","Murder, Dark","y","TV Series","Memory","Idris Elba",,,,,"tt0026663","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1935","7.2","68","5739","7/12/1935 12:00:00 AM","Karl Freund",,,,"45316.63454861111","45227.53674768518"
,"","LX 2048 (2020)","Drama, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","M*A*S*H (1970)",,"y","Movie","Keep",,,,,,"tt0079501",,,"1979","6.8","88","217048","4/12/1979 12:00:00 AM","George Miller","7","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","M*A*S*H (1972)",,"y","TV Series","Keep",,,,,,"tt0082694",,,"1981","7.6","96","189399","12/24/1981 12:00:00 AM","George Miller","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","M.I.T.: Murder Investigation Team (2003)",,"y","TV Series","Keep",,,,,,"tt0089530",,,"1985","6.2","107","144355","6/29/1985 12:00:00 AM","George Ogilvie, George Miller","6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Mac and Me (1988)","Adventure, Comedy, Family, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt1392190",,,"2015","8.1","120","1053661","5/7/2015 12:00:00 AM","George Miller","6","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","MacArthur (1976)",,"y","Movie","Keep",,,,,,"tt6022174","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2018","2.6","97","462","1/2/2018 12:00:00 AM","Paul Tanter",,,,"45316.63454861111","45227.53674768518"
"y","","Mad About You (1992)","Comedy, Romance","y","TV Series","Memory","Paul Reiser, Helen Hunt",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Mad Love (1935)","Horror, Romance, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt10068916","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2020","8","113","5079","1/17/2020 12:00:00 AM","Masayuki Kojima",,,,"45316.63454861111","45227.53674768518"
,"","Mad Love (1995)",,"y","Movie","Keep",,,,,,"tt5361488","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","2017","5.2","103","1748","2/12/2017 12:00:00 AM","Rob York",,,,"45316.63454861111","45227.53674768518"
"y","","Mad Max (1979)","Action, Adventure, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Mad Max 2 (1981)","Action, Adventure, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Mad Max Beyond Thunderdome (1985)","Action, Adventure, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Mad Max: Fury Road (2015)","Action, Adventure, Sci-Fi, Thriller","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Mad World (2018)","Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0061300","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1967","7.2","30","3238","4/2/1967 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Madagascar (2005)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Made in Abyss: Dawn of the Deep Soul (2020)","Animation, Adventure, Drama, Fantasy, Mystery, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Magellan (2017)","Action, Adventure, Mystery, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"?","","Magic Island (1995)",,"y","Movie","Keep",,,,,,"tt0365467","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1999","8.6","26","12796","9/21/1999 12:00:00 AM","Josh Oreck",,,,"45316.63454861111","45227.53674768518"
"y","","Magnolia (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Magnum Force (1973)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Magnum P.I. (1980)",,"y","TV Series","Keep",,,,,,"tt0075533",,,"1977","6.5","60","2688","3/4/1977 12:00:00 AM",,"6","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
,"","Mahha GoGoGo (1967)","Animation, Action, Adventure, Comedy, Family, Sci-Fi, Sport","y","TV Series","IMDB: Watch List",,,,,,"tt0770828","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2013","7.1","143","799089","6/10/2013 12:00:00 AM","Zack Snyder",,,,"45316.63454861111","45227.53674768518"
"?","","Maid in Manhattan (2002)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Maigret (1959)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Major Dundee (1965)",,"y","Movie","Keep","Charlton Heston, Richard Harris",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Making 'The Matrix' (1999)","Documentary, Short, Sci-Fi","y","TV Short","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Malice (1993)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Mamma Mia! (2008)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Man from Atlantis (1977)","Adventure, Fantasy, Sci-Fi","y","TV Series","IMDB:Ratings",,,,,,"tt0079522",,,"1979","7.8","96","144698","4/18/1979 12:00:00 AM","Woody Allen","10","8/12/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Man of Steel (2013)","Action, Adventure, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Man of the West (1958)",,"y","Movie","Keep","Gary Cooper, Julie London",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Man on Fire (2004)",,"y","Movie","Keep",,,,,,"tt8421350",,,"2018","7.1","43","87050","9/23/2018 12:00:00 AM",,"7","10/19/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Man on the Moon (1999)",,"y","Movie","Keep","Jim Carrey",,,,,"tt0033879","10/20/2023 12:00:00 AM","10/20/2023 12:00:00 AM","1941","6.1","59","1817","3/28/1941 12:00:00 AM","George Waggner",,,,"45316.63454861111","45227.53674768518"
"y","","Man paints hotel art girl serious artist",,"y","Movie about…","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Man rapes woman's daughter and she avenges her and kills rapist",,"y","Movie about…","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Manchester by the Sea (2016)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Manhattan (1979)","Comedy, Drama, Romance","y","Movie","IMDB:Ratings",,,,,,"tt0074860",,,"1976","7.4","125","68602","10/6/1976 12:00:00 AM","John Schlesinger","9","8/12/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Manhattan Melodrama (1934)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Manhunt (2017)","Serial Killer, True Story, FBI","y","TV Series","Memory",,,,,,"tt7246124","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2017",,"20",,"8/10/2017 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Manhunt (2019)",,"y","TV Series",,"Martin Clunes",,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","y","Manhunt in Space (1954)","Camp, Sci-Fi","y","TV Serial",,,"Rocky Jones, Space Ranger",,,,,,,,,,,,,,,,,
"y","","Manifest (2018)","Drama, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Man-Made Monster (1941)","Drama, Horror, Romance, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt0064639","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1969","5.9","134","5588","11/10/1969 12:00:00 AM","John Sturges",,,,"45316.63454861111","45227.53674768518"
"y","y","Manos: The Hands of Fate (1966)",,"y","Movie","Keep",,,,"mst3k",,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Mansfield Park (1999)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Map of the Human Heart (1992)",,"y","Movie","Keep",,,,,,"tt0116996",,,"1996","6.4","106","238692","12/12/1996 12:00:00 AM","Tim Burton","5","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Marathon Man (1976)","Crime, Drama, Thriller","y","Movie","IMDB:Ratings",,,,,,"tt26915336","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","2023","7.4","85","144","5/21/2023 12:00:00 AM","JÃ©rÃ©mie PÃ©rin",,,,"45316.63454861111","45227.53674768518"
"y","","Marcella (2016)",,"y","TV Series","Memory",,,,,,"tt1945805","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2010","6.7",,"375","10/1/2010 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Marked (2017)","Mystery, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt6591446","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2017","5.7",,"324","7/22/2017 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Marley & Me (2008)",,"y","Movie","Keep",,,,,,"tt3067038","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2013","7.4","15","12556","7/19/2013 12:00:00 AM","Louis D'Esposito",,,,"45316.63454861111","45227.53674768518"
"y","","Marnie (1964)",,"y","Movie","Keep",,,,,,"tt2247732","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2012","6.6","12","11295","7/13/2012 12:00:00 AM","Louis D'Esposito",,,,"45316.63454861111","45227.53674768518"
,"","Marooned (1969)","Adventure, Drama, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,"tt13650480","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2021","6.5","7","4893","1/8/2021 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Married to the Mob (1988)",,"y","Movie",,,,,,,"tt16944328","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","2022","7.8",,"38","9/12/2022 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Married... with Children (1987)",,"y","TV Series",,,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Mars Attacks! (1996)","Comedy, Sci-Fi","y","Movie","IMDB:Ratings",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Mars Express (2023)","Animation, Action, Mystery, Sci-Fi, Thriller","y","Movie","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Marvel Anime (2010)","Animation, Action, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
,"","Marvel Future Avengers (2017)","Animation, Action, Adventure, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0772139","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2007","6.7","42","2156","8/4/2007 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Marvel One-Shot: Agent Carter (2013)","Short, Action, Adventure, Comedy, Drama, Sci-Fi, Thriller","y","Video","IMDB: Watch List",,,,,,"tt0427340","10/28/2023 12:00:00 AM","10/28/2023 12:00:00 AM","1987",,,,,"Adam Nee, Aaron Nee",,,,"45316.63454861111","45227.53674768518"
,"","Marvel One-Shot: Item 47 (2012)","Short, Action, Adventure, Crime, Drama, Sci-Fi","y","Video","IMDB: Watch List",,,,,,"tt10826054","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2021","5.5","25","27788","7/23/2021 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Marvel Studios: Legends (2021)","Short, Action, Fantasy, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt27052533","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2024",,,,"1/25/2024 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Marvel's Wastelanders: Doom (2022)","Action, Adventure, Fantasy, Sci-Fi","y","Podcast Series","IMDB: Watch List",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","y","Mary Poppins (1964)",,"y","TV Series","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Masada (1981)","Jews","y","TV Mini-Series","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Masked and Anonymous (2003)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Masterpiece Mystery (1980)","Anthology, British, Mystery","y","TV Series","TV",,"Mystery!",,,,"tt3656380","10/26/2023 12:00:00 AM","10/26/2023 12:00:00 AM","2023","4.9","124","27","10/12/2023 12:00:00 AM","Donovan Cook",,,,"45316.63454861111","45227.53674768518"
,"","Masters of Science Fiction (2007)","Drama, Fantasy, Horror, Mystery, Sci-Fi, Thriller","y","TV Series","IMDB: Watch List",,,,,,"tt0092402","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","1987","7.4","60","2927","3/31/1987 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
"y","","Masters of the Universe (1987)","Animation, Action, Adventure, Drama, Family, Fantasy, Sci-Fi","y","Movie","IMDB: Watch List",,,,,,"tt0236908","6/5/2023 12:00:00 AM","6/5/2023 12:00:00 AM","2000","6.1","30","626","2/26/2000 12:00:00 AM",,,,,"45316.63454861111","45227.53674768518"
,"","Masters of the Universe: Revelation (2021)","Animation, Action, Adventure, Fantasy, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt0091499","10/17/2023 12:00:00 AM","10/17/2023 12:00:00 AM","1986","5.4","98","34925","7/25/1986 12:00:00 AM","Stephen King",,,,"45316.63454861111","45227.53674768518"
,"","Masters of the Universe: Revolution (2024)","Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi","y","TV Series","IMDB: Watch List",,,,,,"tt4500922",,,"2018","6.2","143","155372","1/17/2018 12:00:00 AM","Wes Ball","6","10/29/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"?","","Match Point (2005)",,"y","Movie",,,,,,,"tt4046784",,,"2015","6.3","131","267313","9/1/2015 12:00:00 AM","Wes Ball","7","10/27/2023 12:00:00 AM",,"45316.63454861111","45227.53674768518"
"y","","Matchstick Men (2003)",,"y","Movie","Keep",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
"y","","Matlock (1986)",,"y","TV Series","Memory",,,,,,,,,,,,,,,,,,"45316.63454861111","45227.53674768518"
